gender,category,subcategory,size,brand,min_price,max_price,rating
female,bottomware,shorts,XXL,Levi's,654,1461,4.2
unisex,topware,tshirts,M,Ralph Lauren,2749,5320,3.7
female,bottomware,pants,M,H&M,2557,4316,4.7
unisex,topware,shirts,M,H&M,255,2311,4.8
male,topware,tshirts,L,Prada,1294,1759,4.7
male,topware,kurtha,XXL,Flying Machine,784,935,3.6
unisex,topware,tshirts,M,Nike,2931,5605,4.2
female,topware,tshirt,XL,Zara,598,1814,4.9
female,topware,shirt,M,US Polo,2195,2851,4.2
male,topware,shirts,L,Netplay,2826,3195,4.6
male,topware,kurtha,XL,Peter England,1061,2794,4.7
male,topware,tshirts,M,Netplay,1557,3348,3.9
male,bottomware,shorts,XL,H&M,1159,2966,3.8
unisex,bottomware,pants,M,Netplay,482,1594,3.2
unisex,bottomware,pants,S,Roadster,2947,3376,3.6
male,bottomware,pants,XXL,Wrangler,331,877,4.2
female,bottomware,shorts,M,Allen Solly,813,3675,4.2
unisex,topware,shirts,XL,Louis Philippe,1973,3681,3.2
male,topware,shirts,XXL,Wrangler,869,3556,4.4
male,bottomware,shorts,XXL,Nike,2070,3880,3.1
male,topware,shirts,L,Prada,1274,4185,4.9
male,bottomware,pants,S,Levi's,2684,5381,3.4
male,bottomware,pants,S,Peter England,2639,3006,4.5
female,bottomware,shorts,XL,Adidas,2317,3897,3.2
unisex,bottomware,shorts,M,Pepe Jeans,333,1568,3.5
male,bottomware,night pants,L,Nike,1062,3293,4.0
male,bottomware,pants,M,Gucci,2946,3813,4.1
male,topware,kurtha,XXL,Roadster,204,658,4.6
unisex,bottomware,shorts,XXL,Gucci,1053,3534,3.8
unisex,topware,tshirts,M,Allen Solly,1308,3434,4.5
male,bottomware,night pants,XL,Gucci,1174,3142,4.4
unisex,bottomware,shorts,L,H&M,1236,1933,3.5
unisex,topware,shirts,XXL,Nike,1767,2010,3.8
female,topware,tshirt,M,H&M,755,1408,3.9
unisex,topware,shirts,S,H&M,1750,2899,4.3
female,topware,saree,M,Louis Philippe,2889,5768,3.5
female,bottomware,night pants,S,Allen Solly,1760,2770,3.2
male,bottomware,night pants,S,Peter England,1788,4111,3.8
female,topware,half kurthi,S,Pepe Jeans,855,1037,4.9
unisex,bottomware,pants,XL,Levi's,1384,3385,3.9
male,topware,tshirts,XL,Puma,1133,2581,3.3
male,topware,kurtha,S,Wrangler,990,3725,3.7
female,topware,half kurthi,L,Nike,2189,4588,4.3
female,topware,tshirt,L,H&M,1421,3023,3.0
female,bottomware,shorts,S,Wrangler,627,3466,3.6
unisex,topware,tshirts,M,Zara,2826,5070,4.4
female,bottomware,shorts,L,Tommy Hilfiger,2145,5144,3.9
female,bottomware,night pants,S,Roadster,2620,3322,3.1
unisex,topware,shirts,XXL,Nike,1037,1923,3.2
male,topware,shirts,S,Flying Machine,729,832,4.1
female,bottomware,night pants,S,Van Heusen,839,3214,3.3
unisex,topware,tshirts,M,Allen Solly,1304,1421,4.5
unisex,topware,tshirts,S,H&M,1850,4136,4.6
unisex,topware,shirts,L,Prada,2658,2875,4.3
unisex,topware,tshirts,XL,Tommy Hilfiger,2743,4046,3.1
unisex,bottomware,pants,M,US Polo,2478,3542,3.3
female,topware,saree,XL,Levi's,1340,3951,4.0
male,topware,shirts,XL,Gucci,594,2569,4.9
female,topware,shirt,M,US Polo,2783,4910,4.4
unisex,topware,shirts,XXL,Van Heusen,2667,2820,4.1
unisex,topware,tshirts,M,Gucci,1077,2234,4.4
female,topware,tshirt,S,Louis Philippe,1345,2209,3.5
male,bottomware,night pants,XL,Puma,574,991,4.5
female,bottomware,shorts,S,Puma,2142,4255,3.2
male,topware,tshirts,M,Arrow,372,2280,4.5
unisex,bottomware,shorts,M,Peter England,2782,5382,3.8
unisex,bottomware,shorts,L,Netplay,2728,3626,3.3
male,topware,shirts,XL,Tommy Hilfiger,1093,1309,3.8
male,bottomware,shorts,M,Zara,2342,3953,4.1
unisex,bottomware,pants,M,Zara,1591,2598,4.9
female,bottomware,pants,M,Flying Machine,2646,5380,3.2
male,bottomware,night pants,M,Zara,843,2071,3.3
female,bottomware,leggings,M,Dennis Lingo,1567,4380,3.5
male,topware,tshirts,XL,Zara,1741,4437,3.2
unisex,bottomware,pants,S,Prada,389,723,3.7
unisex,topware,tshirts,L,Van Heusen,1170,1950,4.6
male,bottomware,night pants,XXL,Pepe Jeans,1582,3500,4.2
female,topware,half kurthi,L,Roadster,2302,2694,4.2
unisex,bottomware,pants,M,Nike,2420,3625,4.1
male,topware,tshirts,S,Adidas,2639,4650,4.7
male,topware,kurtha,S,Peter England,1897,4199,4.1
female,bottomware,night pants,XXL,H&M,2172,3218,3.8
unisex,bottomware,pants,XL,Tommy Hilfiger,612,959,3.8
male,bottomware,pants,XXL,US Polo,2663,4499,3.5
female,topware,kurthi,XL,Flying Machine,377,1126,4.7
unisex,bottomware,shorts,XXL,Roadster,2363,5052,4.4
unisex,bottomware,pants,XL,Pepe Jeans,488,1900,4.2
unisex,bottomware,shorts,M,Puma,1167,3415,3.8
female,bottomware,night pants,XXL,Levi's,595,2509,3.2
unisex,bottomware,shorts,M,Peter England,2409,2650,4.5
male,topware,tshirts,L,Louis Philippe,2626,5557,4.2
female,topware,kurthi,XXL,HRX,477,1436,4.6
female,bottomware,leggings,M,Van Heusen,1113,2105,4.0
female,topware,half kurthi,XL,Flying Machine,905,3315,3.9
female,bottomware,shorts,L,Tommy Hilfiger,2003,3606,4.9
unisex,topware,tshirts,XXL,Puma,2224,3948,3.2
unisex,topware,shirts,M,H&M,976,1539,3.5
female,topware,kurthi,S,Peter England,1395,1562,4.7
male,topware,tshirts,XXL,Spykar,1714,2125,4.4
unisex,bottomware,shorts,XL,Ralph Lauren,2434,4792,3.8
male,bottomware,pants,M,Wrangler,1614,3336,4.6
unisex,bottomware,pants,L,Allen Solly,765,1482,3.6
male,bottomware,shorts,S,Tommy Hilfiger,248,1421,4.1
female,bottomware,pants,S,Dennis Lingo,2934,5175,3.3
male,topware,tshirts,S,Van Heusen,1470,3112,3.8
female,topware,half saree,L,H&M,243,1254,3.4
male,bottomware,night pants,L,Levi's,1985,3435,3.0
female,topware,tshirt,S,US Polo,1517,2352,3.7
unisex,bottomware,pants,XL,Netplay,1856,3198,4.7
unisex,bottomware,pants,L,Puma,2798,4158,3.4
male,bottomware,night pants,L,Zara,2892,5353,3.4
female,bottomware,leggings,XL,Levi's,624,3462,4.4
unisex,bottomware,shorts,M,Wrangler,848,1433,3.5
male,bottomware,shorts,M,HRX,2854,5585,3.8
female,bottomware,shorts,XXL,Pepe Jeans,1886,4639,3.1
female,bottomware,night pants,S,US Polo,2432,3921,4.0
unisex,topware,tshirts,S,Arrow,2731,5517,3.7
male,topware,tshirts,XL,Puma,780,1105,4.4
unisex,bottomware,pants,L,Peter England,1728,4122,4.6
male,topware,tshirts,S,Allen Solly,293,2257,4.2
male,bottomware,shorts,XL,US Polo,2903,5056,4.6
male,topware,shirts,L,Nike,2331,5245,3.6
male,bottomware,pants,XL,Spykar,1906,2847,5.0
female,topware,tshirt,S,Levi's,311,835,3.2
unisex,topware,tshirts,S,Spykar,1020,1764,4.5
unisex,topware,tshirts,M,Adidas,2105,3845,4.3
unisex,bottomware,pants,XXL,Wrangler,2347,3129,4.2
unisex,bottomware,pants,M,Ralph Lauren,2197,3645,3.9
male,bottomware,night pants,XXL,Allen Solly,1412,3124,4.8
male,topware,shirts,L,US Polo,545,2070,4.3
female,bottomware,pants,M,US Polo,246,1839,3.2
male,topware,kurtha,L,Levi's,2169,5052,4.2
male,bottomware,pants,L,Arrow,320,1842,4.1
female,bottomware,night pants,XXL,Roadster,1591,1992,4.7
unisex,bottomware,pants,S,Arrow,1427,2016,4.9
male,topware,tshirts,XXL,Pepe Jeans,1192,3098,3.8
male,topware,kurtha,XL,Nike,709,1166,3.1
unisex,bottomware,pants,XL,Spykar,1373,3269,3.0
female,bottomware,shorts,XL,Gucci,2553,5399,3.4
female,bottomware,leggings,XXL,Spykar,446,2051,3.3
female,topware,kurthi,M,Van Heusen,2764,4263,4.7
unisex,bottomware,pants,XL,Adidas,805,2957,4.7
unisex,bottomware,shorts,XXL,Tommy Hilfiger,2142,4646,4.1
male,topware,kurtha,S,Flying Machine,2579,5374,3.6
female,bottomware,pants,XXL,HRX,2230,2371,3.7
unisex,topware,tshirts,L,Nike,2752,5277,3.2
unisex,topware,tshirts,S,Ralph Lauren,403,1569,4.3
female,bottomware,pants,L,Gucci,520,2239,4.2
female,topware,kurthi,M,Roadster,1443,3355,4.1
female,topware,kurthi,M,Louis Philippe,2815,5377,3.5
unisex,bottomware,shorts,XL,Dennis Lingo,2705,5490,4.1
female,bottomware,shorts,XL,Dennis Lingo,1795,2207,4.9
male,bottomware,shorts,S,Nike,1633,4514,3.1
male,bottomware,night pants,L,Dennis Lingo,1472,4059,3.7
female,topware,half kurthi,M,Spykar,2657,5306,3.8
female,topware,shirt,XXL,Prada,912,3557,3.5
unisex,bottomware,pants,M,Roadster,700,3155,3.7
unisex,topware,shirts,XXL,Van Heusen,711,2468,4.6
male,bottomware,night pants,L,Adidas,2205,3657,4.0
male,topware,shirts,L,Dennis Lingo,1761,2794,3.9
female,bottomware,pants,XXL,Louis Philippe,1023,3971,4.6
unisex,topware,shirts,XL,US Polo,2837,5034,3.6
unisex,topware,shirts,XL,Peter England,866,3346,3.6
unisex,bottomware,pants,M,Gucci,1887,2806,4.3
unisex,bottomware,shorts,S,Roadster,1521,4319,3.4
male,bottomware,shorts,L,Nike,2162,2944,3.6
female,topware,half saree,XL,Ralph Lauren,1235,3220,3.4
female,bottomware,night pants,S,Arrow,2661,4394,3.7
unisex,bottomware,shorts,S,Prada,1855,4796,4.2
unisex,bottomware,pants,XL,Nike,919,1740,4.8
male,bottomware,shorts,M,Dennis Lingo,1293,3500,4.4
male,topware,shirts,S,Adidas,1164,2518,3.2
male,topware,shirts,L,Spykar,1818,2791,4.3
unisex,bottomware,shorts,L,Van Heusen,1535,3786,4.6
female,bottomware,leggings,M,Adidas,684,3224,5.0
unisex,topware,shirts,S,Netplay,2114,2798,3.4
unisex,bottomware,shorts,L,Adidas,208,2944,4.3
male,bottomware,night pants,L,Spykar,202,928,4.4
unisex,topware,tshirts,L,Netplay,1042,2107,4.3
female,topware,half saree,S,Flying Machine,338,2938,3.3
female,topware,kurthi,XL,Allen Solly,338,2859,4.3
female,bottomware,pants,S,Peter England,868,2314,3.5
female,bottomware,shorts,XXL,Arrow,1012,1443,4.2
unisex,topware,tshirts,S,Van Heusen,2141,2997,3.3
unisex,bottomware,pants,XXL,Van Heusen,625,2146,4.7
female,bottomware,leggings,L,Prada,969,3263,4.3
unisex,topware,shirts,M,Nike,860,2662,3.9
male,bottomware,pants,M,Pepe Jeans,2559,3176,3.5
male,bottomware,night pants,XL,Spykar,2613,4461,3.8
female,topware,kurthi,S,Allen Solly,961,1287,3.3
female,topware,half kurthi,M,Prada,2138,3044,3.6
male,topware,shirts,S,Roadster,1812,3445,4.2
female,topware,shirt,XXL,Puma,2413,4307,3.2
female,bottomware,leggings,M,Puma,2196,3285,4.0
female,topware,kurthi,M,Spykar,1014,4011,3.1
male,bottomware,night pants,XXL,H&M,2954,4351,4.7
male,bottomware,shorts,M,Spykar,2783,5532,4.4
male,topware,shirts,S,Adidas,2137,4699,3.7
unisex,topware,shirts,S,Levi's,1303,1446,3.6
female,bottomware,pants,S,US Polo,1104,1353,4.1
male,topware,kurtha,L,Wrangler,2469,3442,4.4
female,topware,half saree,L,HRX,1483,2766,3.6
male,bottomware,shorts,S,H&M,1914,2650,3.6
female,topware,saree,L,Spykar,2630,2782,3.9
unisex,topware,shirts,XXL,Spykar,986,2695,4.8
male,bottomware,pants,S,US Polo,2885,4687,4.7
male,topware,tshirts,M,Allen Solly,351,1106,3.9
female,bottomware,shorts,L,Levi's,426,2959,4.7
unisex,bottomware,shorts,XL,Pepe Jeans,527,1164,4.8
male,bottomware,shorts,L,Dennis Lingo,1343,2647,3.2
female,bottomware,pants,XXL,Spykar,1096,2133,4.5
female,bottomware,night pants,XL,Netplay,334,1753,3.5
male,topware,kurtha,XL,Adidas,1355,2584,4.8
male,bottomware,pants,L,Tommy Hilfiger,2399,2592,3.2
unisex,bottomware,pants,XL,Roadster,1639,4335,3.2
unisex,bottomware,shorts,XXL,Zara,2998,5104,3.4
male,bottomware,pants,XXL,Allen Solly,2418,3236,3.2
unisex,bottomware,shorts,XXL,Levi's,2279,5079,4.4
female,bottomware,night pants,L,Roadster,1743,3258,4.7
unisex,topware,shirts,XL,Roadster,2685,4677,3.1
male,topware,tshirts,L,Adidas,217,769,4.6
male,bottomware,night pants,XL,Louis Philippe,2034,2666,4.8
male,topware,tshirts,S,Dennis Lingo,1686,3459,4.5
female,bottomware,shorts,XXL,Tommy Hilfiger,1969,2473,3.3
female,bottomware,night pants,XXL,Nike,299,908,3.4
unisex,topware,shirts,XXL,Allen Solly,1716,2680,3.4
female,topware,tshirt,M,Roadster,1259,1985,3.6
female,topware,half kurthi,L,Zara,983,3441,4.3
male,bottomware,night pants,S,Tommy Hilfiger,1196,1673,3.8
male,bottomware,night pants,S,Zara,2645,3080,4.5
male,bottomware,pants,XL,Peter England,2357,2626,4.9
female,bottomware,pants,XXL,Zara,1141,2312,4.0
unisex,bottomware,pants,L,Nike,2839,5050,4.9
female,bottomware,pants,XXL,Peter England,2527,5086,3.6
female,topware,kurthi,XXL,Prada,567,3150,3.8
female,bottomware,leggings,L,Roadster,2584,5584,3.5
male,topware,shirts,XXL,Zara,1862,2747,4.3
female,topware,saree,S,Peter England,1064,3608,4.7
female,topware,half kurthi,XL,Pepe Jeans,1764,2307,4.0
unisex,bottomware,pants,L,Puma,1559,1689,3.3
male,topware,tshirts,L,H&M,1726,2921,4.6
unisex,topware,tshirts,S,Peter England,2929,3256,3.4
unisex,topware,tshirts,L,HRX,2873,4592,3.2
male,bottomware,pants,XXL,Spykar,1306,1744,4.7
unisex,topware,tshirts,XL,Peter England,1790,2813,3.1
unisex,topware,tshirts,M,Prada,824,2412,3.2
female,topware,half saree,L,H&M,944,3747,3.4
female,topware,shirt,L,Roadster,1925,4109,4.8
unisex,topware,shirts,L,Spykar,2236,4314,3.0
female,topware,shirt,S,Spykar,2598,4931,4.1
unisex,topware,tshirts,M,Levi's,2483,3584,3.9
unisex,bottomware,shorts,XL,Ralph Lauren,2117,3358,4.7
male,bottomware,shorts,S,Zara,877,1899,4.5
female,bottomware,pants,XXL,H&M,2199,4136,4.8
female,topware,shirt,S,Van Heusen,1430,3158,3.4
female,topware,tshirt,XL,Nike,1116,1723,4.3
female,topware,tshirt,L,HRX,1497,2392,3.8
female,topware,shirt,S,Allen Solly,2756,4426,3.1
female,topware,saree,L,Peter England,2144,4848,4.7
unisex,topware,shirts,XL,Allen Solly,2405,3458,4.2
unisex,topware,shirts,XXL,HRX,2589,4875,3.2
female,topware,tshirt,L,Spykar,2307,4880,4.8
unisex,bottomware,pants,S,Tommy Hilfiger,1220,2186,4.9
male,bottomware,pants,XXL,Levi's,509,1721,3.8
male,topware,shirts,XXL,Wrangler,1199,1589,3.5
unisex,bottomware,shorts,XL,Tommy Hilfiger,2846,5702,3.0
unisex,bottomware,shorts,XL,Gucci,1844,2649,4.4
female,topware,half kurthi,XXL,Flying Machine,1360,2889,3.3
unisex,bottomware,pants,XL,Pepe Jeans,1784,2677,3.3
female,topware,half saree,M,H&M,1703,2404,4.5
male,bottomware,pants,L,Netplay,2395,4605,4.9
female,bottomware,night pants,L,HRX,1368,4334,3.9
female,topware,shirt,L,Dennis Lingo,1322,3803,4.4
female,bottomware,leggings,L,Flying Machine,553,2915,4.2
unisex,topware,tshirts,S,Prada,1788,4508,3.1
male,bottomware,night pants,XXL,Puma,1312,3953,4.7
male,bottomware,pants,XL,Netplay,2668,5045,3.4
female,topware,half saree,M,Wrangler,2206,3199,4.2
unisex,topware,tshirts,L,Allen Solly,2702,4246,4.3
unisex,bottomware,shorts,L,Zara,2024,4626,3.9
male,bottomware,night pants,XL,Ralph Lauren,1383,2267,4.0
unisex,topware,shirts,L,Allen Solly,1216,4181,5.0
female,bottomware,leggings,XXL,Zara,628,1335,4.8
unisex,bottomware,shorts,L,Gucci,2347,4367,3.4
female,topware,saree,M,Louis Philippe,213,827,4.8
male,bottomware,shorts,M,Wrangler,1607,2087,4.9
unisex,bottomware,shorts,XXL,Spykar,1957,2562,3.8
male,topware,tshirts,S,Zara,2052,4374,3.2
unisex,bottomware,pants,S,Spykar,2110,2678,4.8
unisex,bottomware,pants,S,Gucci,2314,3740,4.8
female,topware,saree,S,Peter England,1388,2930,3.7
male,bottomware,night pants,XXL,Spykar,2005,4885,3.3
unisex,topware,shirts,XL,Van Heusen,433,1119,3.7
male,topware,tshirts,S,HRX,2312,4152,4.2
female,topware,tshirt,M,Zara,2569,3961,4.6
female,topware,half saree,S,Arrow,2960,5566,3.8
female,topware,shirt,XXL,Roadster,2055,3186,3.6
male,topware,shirts,XXL,Arrow,2338,3819,3.1
unisex,topware,shirts,S,Prada,1701,2366,4.2
unisex,bottomware,shorts,M,Tommy Hilfiger,2691,3025,4.7
female,topware,saree,XL,Louis Philippe,2812,4797,3.9
unisex,bottomware,pants,M,Flying Machine,2505,2779,3.4
male,topware,tshirts,L,Puma,1040,2015,3.0
unisex,bottomware,pants,S,Adidas,1194,3413,3.9
female,bottomware,leggings,XXL,Zara,2945,4809,4.2
unisex,bottomware,shorts,M,Gucci,585,2278,3.2
female,topware,half kurthi,S,Allen Solly,2965,4245,4.7
female,bottomware,leggings,XXL,Peter England,2823,5165,3.3
male,bottomware,shorts,S,Zara,1840,4341,4.9
unisex,bottomware,pants,XXL,Louis Philippe,289,2501,3.0
unisex,topware,tshirts,XXL,Netplay,2037,2587,4.9
female,bottomware,night pants,XL,Allen Solly,1934,4207,3.9
female,bottomware,leggings,XXL,Allen Solly,1793,2372,3.1
male,topware,tshirts,L,Tommy Hilfiger,1804,4271,4.2
unisex,topware,shirts,L,Netplay,815,2232,3.4
unisex,topware,tshirts,XXL,US Polo,218,2160,3.5
female,topware,half saree,S,Wrangler,1549,3969,4.7
male,topware,shirts,XL,Dennis Lingo,2954,4723,4.3
female,topware,saree,XL,Tommy Hilfiger,696,801,4.4
female,bottomware,pants,XL,Adidas,482,2973,4.4
female,bottomware,leggings,S,Flying Machine,2657,4406,3.8
unisex,topware,tshirts,XXL,Adidas,2572,3741,4.7
female,topware,saree,XXL,Wrangler,1772,1979,4.1
male,topware,kurtha,M,Flying Machine,2712,5594,3.5
female,bottomware,night pants,L,Netplay,308,3109,4.8
female,topware,shirt,L,Van Heusen,2323,3793,3.4
female,bottomware,night pants,M,Pepe Jeans,1063,3843,3.6
unisex,topware,shirts,M,Nike,1050,2819,4.6
unisex,bottomware,shorts,XXL,Van Heusen,2684,4984,4.9
male,topware,kurtha,S,Spykar,1156,3997,3.4
unisex,bottomware,pants,S,Zara,376,650,3.3
male,bottomware,pants,M,Peter England,1870,4812,4.3
female,topware,tshirt,XXL,HRX,552,2483,3.7
male,topware,kurtha,XXL,Arrow,679,3132,4.1
unisex,topware,tshirts,M,Louis Philippe,2373,3779,4.9
female,topware,kurthi,XL,H&M,1376,2222,4.2
unisex,bottomware,shorts,XXL,HRX,2456,3880,3.3
male,topware,tshirts,XL,Gucci,1270,4083,3.6
unisex,topware,tshirts,M,Van Heusen,2758,4077,3.4
male,topware,tshirts,L,Zara,2827,5365,3.5
unisex,bottomware,shorts,XL,Prada,2129,5100,4.9
male,bottomware,night pants,S,Levi's,2608,4412,4.7
female,bottomware,leggings,M,Prada,1648,3608,4.3
female,bottomware,night pants,M,Dennis Lingo,2384,4822,4.4
unisex,topware,tshirts,XL,Netplay,2460,4264,3.0
female,bottomware,night pants,M,Peter England,781,3033,3.4
unisex,bottomware,shorts,S,Prada,309,1021,3.8
female,topware,shirt,XL,Wrangler,1123,2555,3.0
male,topware,tshirts,S,Prada,810,1844,4.1
male,topware,shirts,XXL,Nike,285,1517,3.6
male,bottomware,shorts,XXL,Van Heusen,341,2940,4.1
male,topware,shirts,L,Arrow,1809,4181,4.8
male,bottomware,night pants,S,Puma,2246,3559,4.5
female,bottomware,shorts,S,Tommy Hilfiger,2130,5060,4.3
unisex,bottomware,pants,L,Gucci,912,1737,4.5
female,bottomware,night pants,L,Gucci,2467,3203,4.1
unisex,bottomware,shorts,S,Flying Machine,2587,5380,3.4
male,topware,kurtha,S,Van Heusen,281,1541,3.9
unisex,topware,shirts,XL,Arrow,2976,5008,4.7
female,bottomware,shorts,L,Pepe Jeans,2262,3977,4.0
unisex,bottomware,shorts,XXL,Van Heusen,1940,3141,3.6
male,bottomware,night pants,XXL,Dennis Lingo,1469,3754,4.8
unisex,topware,shirts,L,Louis Philippe,1690,3575,3.9
unisex,bottomware,pants,XL,Peter England,949,3560,3.8
unisex,bottomware,shorts,L,H&M,1175,4106,3.8
male,topware,kurtha,S,Allen Solly,1417,2975,4.9
unisex,topware,shirts,XXL,Prada,1799,3806,4.1
male,bottomware,pants,XL,Levi's,1241,1420,4.8
female,bottomware,pants,S,H&M,2304,4799,3.3
unisex,bottomware,shorts,L,Netplay,372,505,4.7
unisex,topware,tshirts,L,Spykar,2981,5325,3.5
male,bottomware,pants,M,Levi's,1329,2508,3.7
unisex,topware,shirts,XL,Tommy Hilfiger,697,2454,4.6
male,bottomware,night pants,XL,Dennis Lingo,2041,3076,3.4
unisex,topware,tshirts,L,Van Heusen,1663,3719,3.2
female,topware,half kurthi,XXL,Zara,257,1711,4.6
unisex,topware,tshirts,S,Louis Philippe,1806,4485,3.4
unisex,bottomware,shorts,L,Levi's,574,3189,4.2
male,topware,shirts,M,Van Heusen,2850,3173,3.7
unisex,topware,tshirts,XXL,Nike,741,1516,4.0
male,topware,tshirts,XL,Adidas,1756,4105,3.8
unisex,bottomware,shorts,S,Prada,1692,3381,4.0
female,bottomware,leggings,XL,Allen Solly,2287,4747,3.6
male,bottomware,night pants,XXL,Dennis Lingo,2677,5224,3.3
unisex,topware,shirts,XL,Zara,2325,2771,3.6
unisex,bottomware,pants,XXL,Pepe Jeans,298,2127,4.6
female,topware,saree,XL,Nike,2871,5820,4.0
female,bottomware,night pants,L,Pepe Jeans,2659,4729,3.1
female,topware,saree,S,Adidas,605,883,4.4
unisex,bottomware,shorts,XL,Prada,2922,4777,4.2
unisex,bottomware,pants,S,Dennis Lingo,2411,5030,3.5
male,bottomware,pants,S,Gucci,2080,4181,4.6
unisex,bottomware,shorts,M,Pepe Jeans,2617,3890,3.7
unisex,bottomware,pants,S,Zara,2235,3876,4.6
female,bottomware,pants,XXL,H&M,2294,4816,4.3
female,topware,half saree,M,Gucci,1720,2715,3.2
male,topware,tshirts,XL,US Polo,1692,4485,4.4
unisex,bottomware,shorts,S,Pepe Jeans,2074,2223,4.6
male,bottomware,shorts,XL,Ralph Lauren,1941,3373,3.0
female,bottomware,shorts,XL,Roadster,682,2015,4.1
male,bottomware,pants,L,Arrow,652,2368,3.0
male,bottomware,pants,M,Netplay,2725,2840,4.1
female,topware,saree,XL,Flying Machine,1444,3395,4.8
female,bottomware,shorts,L,Allen Solly,2115,4062,4.8
female,bottomware,night pants,L,Dennis Lingo,433,724,4.2
female,bottomware,shorts,S,Levi's,718,2991,3.7
unisex,topware,tshirts,XXL,Gucci,1555,4271,3.5
unisex,topware,shirts,M,Roadster,217,2643,3.3
female,bottomware,pants,XXL,Adidas,1589,3750,4.0
unisex,bottomware,shorts,L,Gucci,2934,4834,3.3
male,topware,tshirts,XL,Allen Solly,2846,3747,5.0
unisex,topware,shirts,XL,Roadster,2465,3667,3.4
unisex,bottomware,shorts,XL,HRX,353,2388,4.2
male,topware,kurtha,XXL,Levi's,1176,3962,3.5
female,bottomware,night pants,XXL,Levi's,2822,2925,3.2
unisex,bottomware,shorts,XL,Tommy Hilfiger,512,1936,4.0
female,topware,shirt,S,Adidas,653,2469,3.1
unisex,bottomware,pants,L,Spykar,863,1435,3.7
male,bottomware,night pants,XXL,Gucci,2803,3368,4.5
male,bottomware,night pants,XL,Dennis Lingo,1044,1400,3.6
female,topware,half kurthi,L,Wrangler,1532,3248,4.2
unisex,topware,tshirts,L,Flying Machine,2682,4966,4.8
unisex,topware,shirts,S,Arrow,2065,3705,4.0
female,bottomware,leggings,XXL,US Polo,2416,4337,4.2
male,bottomware,pants,XXL,Allen Solly,1608,1866,4.7
male,topware,shirts,M,Adidas,340,1268,3.9
male,bottomware,pants,XXL,Adidas,1466,1945,4.7
male,topware,shirts,S,Tommy Hilfiger,213,599,4.1
female,bottomware,shorts,S,Gucci,2024,3552,3.9
unisex,bottomware,shorts,M,Dennis Lingo,377,2571,4.6
female,topware,half kurthi,L,Wrangler,2473,5332,4.0
unisex,bottomware,pants,XXL,Tommy Hilfiger,1055,2549,4.2
female,topware,half kurthi,L,Louis Philippe,2657,5361,4.8
unisex,bottomware,shorts,XXL,Dennis Lingo,1875,3218,4.2
female,topware,saree,S,Tommy Hilfiger,1531,1922,3.6
unisex,topware,shirts,L,Pepe Jeans,1791,2248,4.5
unisex,topware,shirts,XL,Puma,2141,3161,3.1
male,bottomware,night pants,XXL,Roadster,2980,4959,4.8
female,topware,kurthi,L,Ralph Lauren,1818,1949,3.9
unisex,bottomware,shorts,M,Nike,2356,4412,4.7
male,bottomware,shorts,XL,Nike,2567,3601,4.9
unisex,topware,tshirts,M,Allen Solly,1311,3540,3.8
female,bottomware,night pants,XXL,Gucci,2826,5139,4.3
male,bottomware,night pants,M,Allen Solly,2737,5432,3.2
female,bottomware,pants,M,HRX,384,3279,3.7
male,bottomware,pants,M,Adidas,409,2221,3.6
female,topware,saree,XL,Peter England,755,3425,4.3
unisex,topware,shirts,M,US Polo,1469,3348,3.1
male,bottomware,night pants,XL,H&M,2547,3952,3.6
male,bottomware,night pants,XXL,Netplay,2647,5080,3.1
unisex,bottomware,shorts,XL,Arrow,308,724,4.8
male,topware,tshirts,S,Gucci,2766,2921,3.1
male,bottomware,pants,M,Puma,1563,3715,5.0
female,bottomware,night pants,L,Spykar,2518,4638,3.8
unisex,bottomware,pants,M,Tommy Hilfiger,2213,2471,3.4
unisex,bottomware,pants,XL,Wrangler,799,3413,4.7
unisex,bottomware,pants,M,Pepe Jeans,994,2984,4.4
unisex,bottomware,pants,XL,Dennis Lingo,228,2269,4.1
unisex,topware,tshirts,M,Adidas,1786,3156,4.3
female,bottomware,shorts,XXL,H&M,2154,2651,4.8
unisex,topware,shirts,XL,Adidas,2669,3819,3.5
female,bottomware,leggings,S,Levi's,1300,4202,4.8
female,topware,tshirt,M,Nike,1166,4124,4.7
female,bottomware,leggings,XL,HRX,462,1128,4.3
unisex,bottomware,pants,S,Dennis Lingo,2807,3011,4.1
unisex,bottomware,shorts,XXL,US Polo,2763,3246,4.9
female,topware,half saree,M,Levi's,1184,1999,3.9
female,topware,tshirt,XXL,Van Heusen,708,1184,4.9
male,bottomware,night pants,S,Allen Solly,2189,5012,3.5
male,topware,tshirts,L,Arrow,424,2137,3.8
male,topware,tshirts,XXL,Wrangler,568,1184,4.0
male,bottomware,night pants,XXL,Netplay,1007,1842,4.1
female,topware,kurthi,M,Arrow,2449,2944,4.8
unisex,bottomware,pants,S,Zara,245,909,4.7
male,bottomware,pants,XL,US Polo,2916,4005,4.9
female,bottomware,shorts,S,Allen Solly,1881,4544,4.9
male,topware,shirts,XL,Flying Machine,1007,1980,4.6
female,topware,half saree,XXL,Louis Philippe,953,2191,3.6
female,topware,tshirt,L,Wrangler,1830,3108,4.8
unisex,topware,tshirts,S,Arrow,350,623,4.8
female,topware,kurthi,XXL,HRX,704,2005,3.4
female,topware,tshirt,L,Nike,933,2087,4.8
